,article_content,labels
535,27 novemb 2016 armi establish control jabal badro neighborhood aleppo alhalk area east citi armi unit back armi air forc sunday continu launch widescal militari oper takfiri terrorist organ differ area across countri inflict heavi loss upon arm personnel aleppo militari sourc announc sunday armi unit cooper support forc establish full control jabal badro neighborhood south masaken hanano area aleppo later militari sourc announc armi unit cooper support alli forc establish full control alhalk area east aleppo citi elimin larg number terrorist sourc said armi chase remain terrorist fled alhalk area ad engin unit dismantl explos devic landmin left behind defeat terrorist area street squar earlier armi unit launch intens bombard hotb terrorist organ posit alrashideen 4 area khan touman town western southern countrysid sourc ad larg number terrorist kill other injur bombard mostli jabhat alnusra terrorist organ number armor machinegunequip vehicl destroy hamaidleb armi unit back air forc destroy gather vehicl jaish alfateh terrorist countrysid hama idleb armi unit intensifi special oper gather fortif terrorist organ suppli rout town villag mourek atshan skeak north maan taibet alimam farm alzakat kafr zita northern countrysid provinc larg number terrorist kill oper number armor machinegunequip vehicl destroy southern countrysid idleb northern provinc armi air forc destroy variou type terrorist vehicl kill number terrorist injur other villag town abdin kafr kafr sajna khan sheikhoun altamana hom syrian air forc conduct sorti target site gather jabhat alnusra terrorist talbisa alrastan teir maala northern countrysid hom provinc accord militari sourc sourc ad two site number vehicl belong jabhat alnusra destroy number member kill sourc point air strike also destroy number isi vehicl kill number terrorist rasm alsabaa villag 75 km east hom citi later sana correspond said air forc destroy base meet leader ahrar alcham jabhat alnusra terrorist group held qasr alsharkasi alrastan area kill 5 terrorist injur 15 other destroy 4wd vehicl daraa armi unit target fortif jabhat alnusra terrorist group surround busra squar northern side alnazihin camp daraa albalad area southern daraa provinc accord militari sourc two hideout destroy number terrorist kill injur oper,1
694,16042017updat 1723 16042017 get short url 0 87 kurdishl syrian democrat forc sdf kill 35 daesh outlaw russia milit near northern syria last 24 hour media report sunday youtubejustinforthetruth daesh suffer casualti moab bomb afghanistan report moscow sputnik accord kurdish firat news agenc 10 milit kill fight syrian norther town al tabqah saturday night anoth milit kill villag east town total 24 terrorist elimin near syrian citi raqqa de facto capit daesh friday sdf announc start fourth stage euphrat rage campaign time aim clear rural area raqqa provinc terrorist prepar final liber raqqa daesh sdf launch euphrat rage campaign retak raqqa last novemb support usl intern coalit us involv protest damascu give consent us presenc syrian territori 87 relat turkey detain 49 daesh suspect showcas oper ahead sunday vote syrian armi free territori near deir ezzor airbas daesh four senior daesh command kill afghanistan us mother bomb us coalit strike kill 2 daesh senior leader 10 milit near iraqi sinjar tag milit kurd injuri victim kill syrian democrat forc sdf syria commun standardsdiscuss comment via facebookcom via sputnik news,0
266,car bomb syria hom kill 10 governor afp sunday 25 may 2014 ten peopl kill 22 wound car bomb attack collect taxi stand zahraa district inhabit alawit shiit sect presid bashar alassad said talal albarazi barazi earlier report toll eight syrian observatori human right gave death toll 12 second car bomb explod anoth district citi wound three peopl without caus death said barazi hom seen worst violenc syria threeyearold civil war almost two year antiregim fighter local resid trap suffoc armi sieg old citi heart hom evacu earlier month unpreced deal involv major rebel coalit iran strong backer regim end old citi sieg brought back regim control leav waer district northwest hom rebel hand observatori activist say deal negoti truce waer home hundr thousand civilian,1
236,syria rebel kill 7 aleppo assault captur 3 villag monitor reuter saturday 18 jun 2016 least seven peopl die rebel shell neighbourhood syrian citi aleppo held kurdish ypg militia dawn saturday monitor group said rebel took territori south 40 peopl also wound attack sheikh maqsoud area britainbas syrian observatori human right said district next way rebelheld part northern citi castello road escal air artilleri strike recent week around road made virtual impass put hundr thousand peopl aleppo effect sieg hundr peopl kill aleppo sinc peac talk broke april syria presid bashar alassad seek regain control syria largest prewar citi split rebel govern sector rebel said past attack sheikh maqsoud respons ypg attempt cut castello road ypg control nearli syria northern frontier turkey close alli unit state campaign islam state group syria mani rebel western syria trust ypg say cooper damascu rather fight accus ypg deni heavi bombard sheikh maqsoud intens bombard sinc midfebruari kill 132 civilian injur around 900 observatori said 48hour ceasefir aleppo announc russia thursday littl impact fight air strike shell continu around citi sinc three peopl two children die nine peopl injur barrel bomb drop helicopt citi observatori said saturday white helmet group civil defenc emerg worker oper rebelheld area said twitter one build haritan north aleppo countrysid hit air strike saturday injuri observatori also said saturday rebel captur three villag south aleppo govern control zeitan khalsa barna caus signific loss among govern forc alli villag near main highway within rebel territori link aleppo capit damascu south lie area captur govern forc end last year larg offens assist iranianback militia russian air power syrian observatori said lack russian air support week battl villag least 86 member syrian govern forc alli includ member lebanes group hezbollah iranianback militia kill fight south aleppo area past four day observatori said number could independ confirm rebel fight alongsid al qaedaaffili nusra front like group exclud februari ceasefir geneva peac talk,1
377,publish june 8 2016 syrian govern air strike oppositionheld neighborhood divid second citi aleppo kill least 15 civilian injur 20 wednesday monitor said syrian observatori human right said least 10 dead includ children came strike outsid albayan hospit shaar neighbourhood rescu worker respond attack gave higher toll 23 dead northern citi aleppo seen uptick violenc last 48 hour assad forc pound oppositionheld eastern part citi strike air syrian regim helicopt struck aleppo citi alshaar neighborhood barrel bomb necip ensari local civil defens offici reportedli said ensari said regim helicopt drop three barrel bomb area contain hospit marketplac ensari ad women children among casualti hospit render inoper attack ad rescu worker process search survivor buri rubbl destroy build barrel bomb improvis contain pack shrapnel explos materi usual drop armi helicopt lowcost munit believ kill thousand peopl sinc syria conflict began 2011,0
683,usl coalit strike syrian abu kamal leav 31 civilian dead report reuter social media websit middl east 1924 16052017updat 1925 16052017 get short url 1211 usl coalit strike daesh terrorist eastern syrian citi abu kamal al bukam left least 31 civilian dead dozen injur syrian media report tuesday reuter senior airman matthew bruch coalit deni behind abu kamal strike allegedli kill syria civilian data say vice versa moscow sputnik number victim coalit strike provinc deirezzor conduct monday might rise mani peopl remain rubbl syria tv report monday unit kingdombas monitor group syrian observatori human right claim usl coalit strike kill 23 peopl mostli civilian abu kamal comment issu oper inher resolv spokesman col john dorrian wrote twitter coalit carri strike near abu kamal 211 relat cairo opposit platform insist deal syria un natur syria talk parti consid creation mechan discuss constitut clash syrian opposit n syria continu kurdish ypg militia tag civilian casualti syria commun standardsdiscuss comment via facebookcom via sputnik news,1
502,saturday 11 april 2015 1805 assad regim commit horrif massacr loss idlib determin prevent aspect life area control rebel assad regim continu wreak havoc destruct residenti neighborhood caus mass displac civilian massiv damag infrastructur syrian network human right snhr said report liber citi idlib saturday march 28 2015 follow escal bombard govern forc target citi vital center market mosqu idlib rural citi notabl sraqb sarmin maara alnuman bomb carri air forc rain barrel bomb missil contain toxic gass citi surround less two week idlib provinc shell 47 barrel bomb minimum 100 missil govern forc left idlib execut 15 detaine shoot report ad accord snhr victim document team number victim friday march 27 2015 friday april 10 2015 reach 236 individu follow 82 arm opposit gunmen 154 civilian includ 54 children 39 women vice presid syrian coalit nagham alghadiri said repeatedli call friendli countri suppli rebel advanc weapon capabl ward assad air forc also call intern commun shoulder respons toward civilian syria assad strategi aim kill chanc syrian liber area establish civil govern restor public servic fierc bomb idlib caus massiv exodu civilian estim 70 popul ad local council civil bodi rebel faction make great effort run secur public institut facil provid servic civilian warn isi might step exploit vacuum chao caus assad regim veng attack citi sourc syrian coalit twitter,1
784,05042016 mani civilian martyr terrorist shell aleppo ten civilian kill 50 other got injur terrorist shell alsheikh maqsoud neighborhood aleppo citi new violat cessat hostil agreement ten civilian kill 50 other got injur terrorist shell alsheikh maqsoud neighborhood aleppo citi new violat cessat hostil agreement sana news agenc quot local sourc say terrorist posit nearbi neighborhood fire ten rocket mortar shell alsheikh maqsoud claim live ten civilian injur fifti other attack caus massiv damag hous local properti shell land,1
298,last updat feb 092015 beirut least 15 peopl kill dozen wound monday govern air strike area outsid capit damascu syrian observatori human right monitor said immedi detail breakdown kill strike latest hit town douma rebel stronghold eastern ghouta field clinic area afp photograph saw girl purpl headscarf anoth child woolli hat cri doctor treat wound among young boy eye stare wide appar shock face streak blood white dust arm bandag attach rudimentari drip street outsid local pick rubbl carri wound clinic civil defenc worker train hose fire set strike opposit bastion east damascu still reel massiv govern aerial assault thursday came rebel fire 120 rocket mortar round capit rebel barrag kill 10 peopl damascu includ child govern air strike surfacetosurfac missil fire eastern ghouta kill least 82 peopl among 18 children eastern ghouta govern sieg nearli two year armi tri break rebel hold area sieg creat medic food shortag exacerb dire humanitarian need creat regular govern bombard area 210000 peopl kill syria sinc begin countri conflict march 2011,0
20,3 august 2015 syrian militari aircraft crash bomb run rebelheld northwestern town ariha monday leav least 27 peopl dead monitor group said tag syria idlib ariha assad war govern air raid northwestern town syria subsequ crash syrian warplan slam residenti area kill least 27 peopl monday activist said raid town ariha came amid intens clash govern forc insurg northwestern provinc idlib central region hama town govern stronghold captur opposit fighter islam milit may govern forc suffer setback idlib provinc sinc march includ loss provinci capit name activist group known local coordin committe said warplan crash busi market ad immedi clear whether shot lcc said 27 peopl kill mani other wound rami abdurrahman head anoth activist group britainbas syrian observatori human right said plane crash town centr destroy sever home observatori later said 31 peopl kill 60 wound ariha today facebook page post photo show least seven build reduc rubbl narrow street said 27 peopl kill 12 identifi yet group also list 55 wound includ nine women discrep differ casualti figur report could reconcil observatori lcc said time crash town attack syrian presid bashar assad air forc amateur video post onlin activist show sever damag build well part plane crash syria civil war began march 2011 unit nation say war kill 220000 peopl wound least one million left mani displac intern neighbour countri four million syrian fled civil war becom refuge surround region,0
634,thu dec 15 2016 least 48 kill injur terrorist mortar attack aleppo three peopl kill score injur wednesday due terrorist attack rocket shell explos round neighborhood aleppo citi sana correspond quot sourc aleppo polic command say terrorist fire rocket shell explos round neighborhood alkhalidiy nile street alfaid alsukkari alfard alsalihin correspond said attack claim live 3 peopl injur 45 other addit caus materi damag citizen home public privat properti 12,1
264,20 dead syria barrel bomb attack aleppo ngo afp monday 16 jun 2014 print tweet syrian regim helicopt monday drop barrel bomb oppositionheld district northern aleppo citi kill least 20 peopl includ sever children ngo said syrian observatori human right said 20 peopl kill other injur includ seriou condit attack sukkari neighbourhood,1
292,last updat jul 282016 qamishli syria massiv bomb blast claim daesh terror group kill least 44 peopl wound dozen wednesday kurdishmajor syrian citi qamishli largest deadliest attack hit citi sinc begin syria conflict march 2011 syrian state media gave toll 44 dead 140 injur bomb hit western district citi sever local kurdish ministri locat britainbas syrian observatori human right monitor gave toll 48 dead ad children women among kill kurdish offici said attack carri suicid bomber drive explosivesladen truck ad blast deton nearbi fuel contain afp journalist saw devast scene bomb aftermath distraught civilian cover blood stagger rubbl past twist metal burnedout remain car one man run along street complet cover blood shirt drench red grip arm small boy whose face grey red blood dust ran past hyster woman cri scream cloth torn girl boy stood next appar shock children could heard scream smoke rose small fire continu burn amongst rubbl civilian local secur forc gun slung across back work carri dead wound remain damag destroy build us probe civilian casualti daesh claim attack statement circul social media call respons crime commit crusad coalit aircraft town manbij bastion extremist group syria aleppo provinc kurdish fighter key forc battl extremist north northeastern syria main compon syrian democrat forc allianc current seek oust daesh manbij back air strike launch usl coalit fight daesh syria iraq spokesman coalit said wednesday open formal investig determin whether strike near manbij last week kill civilian observatori report 56 civilian kill strike fled villag near manbij juli 19 colonel chri garver said suffici credibl evid civilian victim warrant probe qamishli share control syrian regim kurdish author declar zone autonom administr across part north northeast syria regularli target bomb attack mani claim daesh sourc kurdish asayesh secur forc told afp largest explos citi ever seen area target hous sever kurdish administr build includ defenc ministri consid secur zone multipl checkpoint secur measur place blast biggest qamishli term toll damag sinc begin war observatori director rami abdel rahman said local offici said hospit citi swamp casualti attack syrian state televis carri appeal governor hasakeh provinc qamishli locat urg resid go public privat hospit donat blood victim terrorist bomb 280000 peopl kill syria sinc war began antigovern protest met regim crackdown aleppo citi least 18 peopl kill govern air strike artilleri fire wednesday rebelheld neighbourhood east citi observatori said syrian armi meanwhil offici announc sever suppli rout cross use terrorist bring mercenari weapon ammunit eastern neighbourhood aleppo oppositionheld east effect sieg sinc juli 7 govern forc advanc within fire rang sole remain rout aleppo countri econom powerhous ravag war divid roughli govern control west rebel control east sinc mid2012,1
91,date public 26 octob 2016 syrian regim forc allegedli drop six barrel bomb contain chlorin villag near hama tuesday franc britain call un sanction regim tag syria chlorin chemic weapon hama abu shadi alhamwi allatamineh woman child kill twenti civilian includ children treat asphyxi tuesday even follow believ chlorin ga attack carri syrian regim near hama youtub footag firsthand eyewit account report six barrel bomb allegedli fill chlorin drop russianmad helicopt villag allatamineh northwest hama regim helicopt drop six barrel contain poison chlorin ga citi allatamineh abu shadi alhamwi local media activist told new arab one woman one children kill rocket attack regim forc allatamineh dozen other wound chlorin attack injur five civilian one famili includ children suffer short breath vomit nausea youtub footag show three barrel bomb drop russianmad helicopt also upload independ media group syrian centr event 1850 syrian time tuesday,0
142,usback syrian fighter press gunmen north usback syrian fighter push ahead offens northern syria member islam state group cover usl coalit airstrik britainbas syrian observatori human right say fight kurdishl syrian democrat forc member eastern outskirt town tabqa left least 11 extremist dead sdf said social media monday fighter march 3 kilomet 2 mile eastern side tabqa locat syria largest dam last week sdf fighter captur area safsafeh east tabqa lay sieg town march 22 us aircraft ferri forc behind milit line tabqa area spearhead major assault near extremist de facto capit raqqa,1
409,saturday 23 april 2016 abdah assad bomb aleppo encourag intern commun bia presid syrian coalit ana alabdah said intern commun soft stanc deal assad continu commit massacr civilian syria seen licens carri crime syrian peopl abdah also said complet inact toward assad atroc repres bia favor serial killer war crimin least 13 civilian mostli women children kill 30 other wound saturday regim forc bomb popular market district douma rural damascu heavi artilleri assad regim air forc continu relentlessli hit residenti area aleppo neighborhood tariq albab bustan alqasr salahaddin almashhad alamiriyah baidin aljandoul bani zeid figur casualti result releas civil defens team still recov victim rubbl activist said least 20 civilian includ children kill mani wound intensifi aerial bomb aleppo friday regim russian forc three civilian kill around 15 other injur friday even barrel bomb attack assad regim sourc syrian coalit twitter,0
220,syria air strike jihadist camp kill 18 new toll afp sunday 14 sep 2014 syrian air strike islam state train camp jihadistheld east kill 17 milit child monitor group said new toll sunday saturday strike hit dormitori camp euphrat valley town tibni deir ezzor provinc syrian observatori human right said child kill visit elder brother train observatori said presid bashar alassad regim step air campaign jihadist recent week carri neardaili air strike area control air forc also hit jihadist target neighbour hasakeh provinc late saturday observatori said fighter battl govern troop kurdish militia northeastern provinc larg kurdish popul us presid barack obama announc wednesday authoris expans syria us air campaign launch earli august us strike far obama announc made defianc syrian govern drew protest damascu iranian russian alli,0
561,august 21 2013 syria ga kill hundr secur council meet domin evan khale yacoub owei syria opposit accus govern forc gass hundr peopl wednesday fire rocket releas deadli fume rebelheld damascu suburb kill men women children slept death toll estim 500 1300 would world lethal chemic weapon attack sinc 1980 prompt emerg meet un secur council new york council explicitli demand un investig incid although said clariti need welcom un chief ban kimoon call prompt investig un inspect team syria led ake sellstrom earlier westerndraft statement submit council seen reuter approv final version statement water accommod object russia china diplomat said moscow beij veto previou western effort impos un penalti assad syrian inform minist omran zoabi said alleg illog fabric presid bashar alassad offici said would never use poison ga syrian unit state european alli believ assad forc use small amount sarin henc current un visit immedi intern action like limit divis among major power crippl effort quell 2 12 year civil war still much evid russia back syrian govern denial say look like rebel provoc discredit assad britain voic opposit view hope wake support assad regim realiz murder barbar natur foreign secretari william hagu said visit pari franc britain unit state other call immedi onsit investig un chemic weapon inspector arriv syrian capit week moscow urg object inquiri said presenc team suggest govern forc blame us presid barack obama made use chemic weapon assad forc red line june trigger us aid rebel previou smaller disput case deploy brought allout militari intervent rebel leader sought break stalem us senat john mccain republican critic obama syria polici said twitter failur penal previou ga attack embolden assad consequ assad use chemic weapon cross red line said shouldnt surpris he use imag includ freelanc photograph suppli reuter show score bodi small children laid floor clinic visibl sign injuri show peopl foam around mouth boy surviv activist say ga attack cri take shelter insid mosqu duma neighbourhood damascu august 21 2013 reutersmoham abdullah unit state other said independ confirm chemic weapon use un chief ban said head inspect team damascu alreadi discuss latest claim govern sleep dead opposit activist cite death toll rang 500 one account 1300 shell rocket fell around 3 0000 gmt wednesday 1988 3000 5000 iraqi kurd gass saddam hussein forc halabja one man said retriev victim suburb erbin told reuter would go hous everyth place everi person place lie look like asleep slideshow 21 imag doctor interview describ symptom believ point sarin ga one agent western power accus damascu undeclar chemic weapon stockpil opposit monitor group cite figur compil clinic damascu suburb put death toll 494 90 percent kill ga rest bomb convent arm rebel syrian nation coalit said 650 peopl die activist said rocket chemic agent hit damascu suburb tarma zamalka jobar fierc predawn bombard govern forc damascu media offic said 150 bodi count hammouriya 100 kfar batna 67 saqba 61 douma 76 mouadamiya 40 erbin nurs douma emerg collect facil bayan baker said mani casualti women children arriv pupil constrict cold limb foam mouth doctor say typic symptom nerv ga victim extens amateur video photograph appear internet show victim choke foam mouth video purportedli shot kafr batna neighborhood show room fill 90 bodi mani children women elderli men bodi appear ashen pale visibl injuri footag show doctor treat peopl makeshift clinic one video show bodi dozen peopl lie floor clinic voiceov said member singl famili corridor outsid lay anoth five bodi syria one hand countri parti intern treati ban chemic weapon western nation believ cach undeclar mustard ga sarin vx nerv agent addit report erika solomon beirut anthoni deutsch amsterdam nikla pollard stockholm thoma grove moscow loui charbonneau michel nichol new york write peter graff domin evan alastair macdonald edit waterman peter cooney standardsth thomson reuter trust principl,1
600,thu may 26 2016 hezbollah alnujaba kill 23 alnusra milit syria khan touman 23 member alnusra front terrorist group kill clash hezbollah alnujaba major iraqi shiit shia resist movement fight terror syria khan touman hezbollah alnujaba intensifi missil ground attack terrorist posit strateg town khan touman northern provinc aleppo kill least 23 milit wound sever other alnujaba announc statement thursday forc sporad attack terrorist khan touman kill 23 alnusra front milit injur 18 other accord statement missil attack also destroy two tank armor personnel carrier vehicl equip machin gun belong terrorist region syrian armi troop popular alli back countri fighter jet artilleri unit launch largescal oper southern part aleppo provinc drive terrorist group back town khan touman militari sourc said wednesday tough battl underway terrorist group syrian govern forc launch joint antiterror oper two differ direct khan touman alrashedin sourc said ad syrian warplan artilleri unit target milit stronghold heavili weaken defens line capabl syrian armi soldier popular alli advanc milit khan touman rashedin battlefield sourc said ad meantim 15 member jeish alfatah kill wound missil artilleri shell armi northeastern part alzarbeh south aleppo report also said wednesday long convoy isil fuel tanker move northwestern aleppo terroristheld region western part provinc target joint combat flight syrian russian fighter jet syrian russian air fleet track target isil convoy 20 oil tanker road connect afrin dar alizza half tanker set ablaz meantim sever isil member kill wound bombard fna report ssh 11,0
227,65 bodi civilian found syrian town taken group ap monday 23 oct 2017 syrian activist report least 65 bodi civilian found central town retaken govern forc islam state group victim believ kill britainbas syrian observatori human right say number kill qaryatayn central hom provinc like rise observatori say dead kill milit group threeweek seizur town syrian troop alli fighter regain control town saturday activistrun palmyra coordin committe publish name kill say least 35 victim found shot bodi dump shaft suffer major setback recent month,1
390,publish septemb 24 2016 ninetytwo civilian kill 273 other injur saturday assad regim russian airstrik residenti area oppositionheld part syria northwestern citi aleppo civil defens offici said speak anadolu agenc najib ansari said warplan target district bustan alqasr mashhad alkallasa salihiya alfardo sheikh haider ansar bustan albasha ard alhamra sohr tariq albab karam hamud mesir current sieg assad regim casualti includ women children death toll expect rise due limit capac rescu victim trap collaps build friday 86 peopl kill regim russian warplan aleppo recent come intens attack regim russian forc unit nation secretarygener ban kimoon appal chill militari escal syrian citi aleppo spokesman said saturday sinc announc two day ago assad regim offens captur eastern aleppo repeat report airstrik involv use incendiari weapon advanc munit bunker buster bomb un spokesman stephan dujarr said statement sinc sept 19 assad regim declar end weeklong ceasefir least 359 civilian kill 1407 injur assad regim russian airstrik aleppo accord civil defens offici medic sourc citi attack target district eastern part aleppo besieg regim forc syria lock devast civil war sinc 2011 assad regim crack prodemocraci protestswhich erupt part arab spring uprisingswith unexpect feroc syrian center polici research beirutbas nongovernment organ put death toll sixyearold conflict 470000,1
8,sun 01 feb 2015 explos rock town damascu explos insid bu kill six peopl injur anoth ten town damascu accord preliminari report sunday syria govern run tv said explos took place al kalassa region syrian capit 19 peopl injur unspecifi number other kill,1
689,28042017 get short url 54015 accord media report kurdish democrat union parti militari wing dub peopl protect unit kill 17 turkish servicemen left three other wound kurdish media report cite sourc ypg moscow sputnik kurdish democrat union parti pyd militari wing dub peopl protect unit ypg kill 17 turkish servicemen left three other wound kurdish media report cite sourc ypg ypg member also destroy armor personnel carrier turkish armi northern syria afrin locat near border turkey firat news agenc said thursday tension ankara kurdish proindepend pkk escal 2015 threeyear ceasefir two side collaps seri terror attack allegedli commit pkk member prompt ankara launch militari oper kurdishdomin southeastern region never miss stori sign telegram channel well keep speed 4015 relat turkish forc destroy two tonn kurdish milit explos state depart accus turkey put us forc risk strike kurd turkey attack kurd show happi kurdishrussiau contact tag servicemen kurdish peopl protect unit ypg kurdish democrat union parti pyd turkey syria commun standardsdiscuss comment via facebookcom via sputnik news,0
637,wed aug 3 2016 syrian armi foil attack deir ezzor kill 60 daesh terrorist syrian armi kill 60 daesh takfiri terrorist defend citi deir ezzor inform sourc told ria novosti syrian armi support air manag repel daesh attack west citi deir ezzor major syrian eastern citi popul 200000 peopl besieg daesh extremist group outlaw russia sinc march 2014 syria state civil war sinc 2011 februari 27 ceasefir broker russia unit state took effect countri terrorist group cover agreement sputnik report 21811,0
501,saturday 11 april 2015 1805 assad regim commit horrif massacr loss idlib determin prevent aspect life area control rebel assad regim continu wreak havoc destruct residenti neighborhood caus mass displac civilian massiv damag infrastructur syrian network human right snhr said report liber citi idlib saturday march 28 2015 follow escal bombard govern forc target citi vital center market mosqu idlib rural citi notabl sraqb sarmin maara alnuman bomb carri air forc rain barrel bomb missil contain toxic gass citi surround less two week idlib provinc shell 47 barrel bomb minimum 100 missil govern forc left idlib execut 15 detaine shoot report ad accord snhr victim document team number victim friday march 27 2015 friday april 10 2015 reach 236 individu follow 82 arm opposit gunmen 154 civilian includ 54 children 39 women vice presid syrian coalit nagham alghadiri said repeatedli call friendli countri suppli rebel advanc weapon capabl ward assad air forc also call intern commun shoulder respons toward civilian syria assad strategi aim kill chanc syrian liber area establish civil govern restor public servic fierc bomb idlib caus massiv exodu civilian estim 70 popul ad local council civil bodi rebel faction make great effort run secur public institut facil provid servic civilian warn isi might step exploit vacuum chao caus assad regim veng attack citi sourc syrian coalit twitter,0
274,88 dead two day clash syria daraa monitor afp saturday 26 apr 2014 least 88 rebel regim forc kill two day clash control strateg site syria southern daraa provinc monitor group said saturday syrian observatori human right base britain said 45 opposit fighter 43 regim forc kill fight began thursday observatori director rami abdel rahman told afp rebel forc includ fighter alqaeda syria affili alnusra front seiz strateg tal aljabiyeh hill thursday clash continu opposit fighter sought take anoth hilltop nearbi bid connect territori hold daraa quneitra region alongsid israelioccupi golan height observatori said rebel forc seiz weapon ammunit clash regim forc call support heavi artilleri helicopt tri retak hill saturday abdel rahman said opposit focus effort captur tal jamu five kilometr three mile tal aljabiyeh bid link area control,0
773,21052016 syrian armi kill 125 terrorist hama break sieg zara power plant syrian armi foil saturday attack terrorist organ mani militari post hama countrysid kill larg number syrian armi foil saturday attack terrorist organ mani militari post hama countrysid kill larg number 125 terrorist least kill terrorist organ alnusra front ahrar alsham number machinegunequip vehicl destroy southern northern countrysid hama central provinc militari sourc told sana unit armi arm forc broke sieg impos alzara power plant special oper forc terrorist group affili alnusra front ahrar alsham islam movement withdraw harbanafseh town southern countrysid sourc ad unit armi establish control import posit north east town kill 100 terrorist destroy 10 machinegunequip vehicl northern countrysid unit armi back syrian armi air forc artilleri foil attack launch terrorist group affili alnusra front ahrar alsham militari post maantal bazam axi 25 terrorist kill score injur 6 vehicl equip dushka machinegun destroy among kill terrorist field command alnusra terrorist samir alasmar meanwhil syrian air forc destroy isil terrorist posit alshaer field hom east jazal field um altabab area eastern countrysid hom heavi loss inflict upon terrorist personnel equip accord sana southern daraa provinc armi unit destroy oper alarbaeen neighborhood daraa albalad area command center alnusra terrorist organ number terrorist center kill oper,1
524,decemb 19 2016 kurdl forc press islam state near syria raqqa sever villag held islam state captur syrian democrat forc sdf coalit militia back unit state includ strong kurdish conting organis monitor war said monday syrian democrat forc sdf fighter walk tal samin villag north raqqa citi syria novemb 19 2016 reutersrodi said advanc part militari campaign back intern coalit led unit state drive islam state syrian capit raqqa follow sdf gain jihadist group across north countri strongest group sdf peopl protect unit ypg kurdish militia washington said oper retak raqqa predominantli arab ethnic citi resid latest advanc countrysid 50 km 30 mile west northwest raqqa follow earlier phase sdf gain anoth front 30 km north citi three sdf soldier kill fight islam state captur five villag syrian observatori human right britainbas war monitor said monday islam state back foot syria iraq attack mosul biggest import possess string us air strike kill mani leader year howev earlier month launch surpris attack 160 km southwest raqqa retak ancient desert citi palmyra lost march syrian armi forc back russian air power ninemonth occup attack demonstr risk still pose group across syria even territori loss sinc mid2015 includ hold along turkish border main rout suppli recruit complic effort islam state second campaign wage northwest syria turkey syrian rebel group alli ankara taken larg area jihadist group also aim stop kurdish expans turkishback syrian rebel attempt captur citi albab islam state move end kurdish hope unit two separ area self rule northern syria earli monday turkish militari said one soldier kill car bomb albab sunday 11 milit also kill clash day report angu mcdowal edit mark trevelyan standardsth thomson reuter trust principl,1
446,monday 11 januari 2016 1841 silenc russia crime serv goal undermin polit solut syrian coalit strongli condemn heinou massacr carri russian warplan 35 civilian mostli schoolchildren teacher kill mani wound three school target russian aircraft earlier morn town jara rural aleppo syrian coalit stress intern commun must act quickli russia flagrant crime syrian peopl includ children women elderli russia action syria repres continu assad terror sinc start syrian revolut design break syrian peopl undermin polit solut syrian coalit reiter crime crime assad regim alli repres clear violat un secur council resolut 2254 call immedi cessat attack civilian silenc intern commun crime assad regim alli syrian civilian well complet disregard blood shame stain human failur explicitli clearli condemn russian aggress inact toward russia massacr syrian peopl constitut outright support crime silenc also repres complic undermin effort find polit solut syria syrian coalit ad,0
111,date public 21 septemb 2016 four staff union syrian medic relief organis kill airstrik hit clinic villag near syria second citi aleppo tag syria aleppo humanitarian aid airstrik four medic kill nurs critic wound airstrik hit clinic villag near syria second citi aleppo late tuesday day dozen aid worker kill four staff union syrian medic relief organis two ambul call clinic take patient specialis treatment group said clinic villag khan tuman complet level dead fear buri rubbl group ad attack come day aid convoy syria temporarili suspend deadli airstrik monday kill 12 aid worker driver destroy least 18 truck carri aid aleppo dark day humanitarian across world jen laerk spokesman un humanitarian aid agenc ocha said infuri unit nation warn monday night attack could amount war crime statement late tuesday syrian civil defenc confirm russian regim warplan behind deliber attack target convoy russia deni aircraft syrian govern alli involv incid strike appear deal fatal blow syria fragil weekold ceasefir read also,1
530,wednesday 30 novemb 2016 coalit letter un unsc press stop assad russia onslaught aleppo syrian coalit call upon unit nation main intern sponsor polit process syria take immedi decis action ensur protect civilian aleppo action must taken stop barbar attack civilian aleppo compel assad regim abid term cessat hostil allow unfett immedi humanitarian access medic aid citi hold account respons crime prevent repetit gross violationsin letter sent presid syrian coalit ana abdah un secretarygener ban kimoon presid un secur council fode seck coalit underscor desper humanitarian situat aleppo regim alli continu relentless indiscrimin bombard aleppo countrysideeveri hospit aleppo gone servic leav hundr peopl injur indiscrimin bombard risk lose live complet lack medic care letter saidabdah note assad regim alli turn liber area citi aleppo real coffin given offici food stock run civilian siegethi outrag escal aleppo kill 670 40 children caus displac 3000 famili destroy 11 hospit medic center known use chlorin ga four time constitut crime human war crime regim long bloodi record barbarityth letter ad hand run face intern relat includ unscr 2118 2013 2235 2015 concern use indiscrimin weapon syria unscr 2254 2015 2268 2016 endors cessat hostil humanitarian access agreementth letter also stress assad regim persist crimin long enjoy impun enjoy far intern inact let alon activ support alli particularli russiaa pioneer human right intern peac secur world unit nation respons translat word action protect civilian aleppo make sure regim crimin peopl longer goe without consequ sourc syrian coalit media officetwitt,1
